Natural Language,Ground Truth,Atomic Proposition
"never, an elevator falls and together a motorbike has stopped and the house is open",G(!( elevator_falls & motorbike_has_stopped & house_is_open )),{elevator_falls house_is_open motorbike_has_stopped}
pfJkwlQ implies that if rXhpY then it is going to happen that fFOGPEhguKC,G(( pfJkwlQ ) -> G(( rXhpY ) -> F( fFOGPEhguKC ))),{fFOGPEhguKC pfJkwlQ rXhpY}
every time an elevator falls and the escalator is blocked then it is going to happen that either the elevator rises or an elevator is blocked,G(( elevator_falls & escalator_is_blocked ) -> F( elevator_rises | elevator_is_blocked )),{elevator_falls elevator_is_blocked elevator_rises escalator_is_blocked}
sooner or later both a manager collect claims and a train has arrived after either the table is old or the train has arrived,G(( table_is_old | train_has_arrived ) -> F( manager_collect_claims & train_has_arrived )),{manager_collect_claims table_is_old train_has_arrived}
"eventually, either q_yidGPIv or VHopzmptE after YNzmovnqOZYq and Xem_TWClekoEk",G(( YNzmovnqOZYq & Xem_TWClekoEk ) -> F( q_yidGPIv | VHopzmptE )),{VHopzmptE YNzmovnqOZYq em_TWClekoEk q_yidGPIv}
it is going to happen that the train derails and the escalator moves after both the sensor retrieves data and the sensor captures data,G(( sensor_retrieves_data & sensor_captures_data ) -> F( train_derails & escalator_moves )),{escalator_moves sensor_captures_data sensor_retrieves_data train_derails}
each time EDoqdlbBxz then always when USCtCsDIqYKKZY then in the future hFRcHLk,G(( EDoqdlbBxz ) -> G(( USCtCsDIqYKKZY ) -> F( hFRcHLk ))),{EDoqdlbBxz USCtCsDIqYKKZY hFRcHLk}
"every time either the bridge closes, a house is open or the escalator moves",G( bridge_closes | house_is_open | escalator_moves ),{bridge_closes escalator_moves house_is_open}
"as the motorbike falls down and the train is crossing, it is going to happen that a table is old or the elevator falls",G(( motorbike_falls_down & train_is_crossing ) -> F( table_is_old | elevator_falls )),{elevator_falls motorbike_falls_down table_is_old train_is_crossing}
"always, the motorbike is driven and together the bridge closes and a train stops",G( motorbike_is_driven & bridge_closes & train_stops ),{bridge_closes motorbike_is_driven train_stops}
"as both the brake is pressed and the elevator is open, eventually, both a motorbike has stopped and a train is crossing",G(( brake_is_pressed & elevator_is_open ) -> F( motorbike_has_stopped & train_is_crossing )),{brake_is_pressed elevator_is_open motorbike_has_stopped train_is_crossing}
at some point tnoHmXYtGagWDDE,F( tnoHmXYtGagWDDE ),{tnoHmXYtGagWDDE}
whenever either the sensor captures data or the bar is up then sooner or later both a manager collect claims and a constructor creates instances,G(( sensor_captures_data | bar_is_up ) -> F( manager_collect_claims & constructor_creates_instances )),{bar_is_up constructor_creates_instances manager_collect_claims sensor_captures_data}
"as the motorbike has stopped or the engine stops, it will happen that both the manager collect claims and a bridge opens",G(( motorbike_has_stopped | engine_stops ) -> F( manager_collect_claims & bridge_opens )),{bridge_opens engine_stops manager_collect_claims motorbike_has_stopped}
"as the manager collect claims and the constructor instantiate objects, finally, the table is brown or the elevator rises",G(( manager_collect_claims & constructor_instantiate_objects ) -> F( table_is_brown | elevator_rises )),{constructor_instantiate_objects elevator_rises manager_collect_claims table_is_brown}
at a certain moment both the bar is down and the brake is released after both a train has arrived and a motorbike falls down,G(( train_has_arrived & motorbike_falls_down ) -> F( bar_is_down & brake_is_released )),{bar_is_down brake_is_released motorbike_falls_down train_has_arrived}
always when the brake is pressed and a motorbike catches fire then it will happen that either the bar has to be repaired or an elevator rises,G(( brake_is_pressed & motorbike_catches_fire ) -> F( bar_has_to_be_repaired | elevator_rises )),{bar_has_to_be_repaired brake_is_pressed elevator_rises motorbike_catches_fire}
always when oTpXNjCDdhf then at a certain moment oWGcqtUbRHQ and kqLhARuIdLKS,G(( oTpXNjCDdhf ) -> F( oWGcqtUbRHQ & kqLhARuIdLKS )),{kqLhARuIdLKS oTpXNjCDdhf oWGcqtUbRHQ}
all the time kRRWWaBpc,G( kRRWWaBpc ),{kRRWWaBpc}
whenever the manager handles requests or the table is old then in any case either the bar has to be repaired or the escalator moves,G(( manager_handles_requests | table_is_old ) -> G( bar_has_to_be_repaired | escalator_moves )),{bar_has_to_be_repaired escalator_moves manager_handles_requests table_is_old}
"after a constructor instantiate objects and the table is brown, finally, both the sensor captures data and a semaphore is yellow",G(( constructor_instantiate_objects & table_is_brown ) -> F( sensor_captures_data & semaphore_is_yellow )),{constructor_instantiate_objects semaphore_is_yellow sensor_captures_data table_is_brown}
"as either the table has been moved or the bridge opens, at a certain moment the constructor instantiate objects and a motorbike has stopped",G(( table_has_been_moved | bridge_opens ) -> F( constructor_instantiate_objects & motorbike_has_stopped )),{bridge_opens constructor_instantiate_objects motorbike_has_stopped table_has_been_moved}
at any time GHKlwjVjhzVdl,G( GHKlwjVjhzVdl ),{HKlwjVjhzVdl}
always when aPCIjN then at some point in time KDRoXQLE,G(( aPCIjN ) -> F( KDRoXQLE )),{KDRoXQLE aPCIjN}
"it is always the case that the engine starts and, at the same time, the bridge opens and a house collapses",G( engine_starts & bridge_opens & house_collapses ),{bridge_opens engine_starts house_collapses}
sooner or later the motorbike has started and the bar is up after the elevator falls and a house is built,G(( elevator_falls & house_is_built ) -> F( motorbike_has_started & bar_is_up )),{bar_is_up elevator_falls house_is_built motorbike_has_started}
"all the time a car starts, a table has been moved and the train is crossing",G( car_starts & table_has_been_moved & train_is_crossing ),{car_starts table_has_been_moved train_is_crossing}
every time CsouFgaIQvI after RDTdC,G(( RDTdC ) -> G( CsouFgaIQvI )),{CsouFgaIQvI RDTdC}
"eventually, the bridge closes, the engine breaks and a train is crossing",F( bridge_closes & engine_breaks & train_is_crossing ),{bridge_closes engine_breaks train_is_crossing}
"eventually, a semaphore is red and an elevator falls after the semaphore is yellow",G(( semaphore_is_yellow ) -> F( semaphore_is_red & elevator_falls )),{elevator_falls semaphore_is_red semaphore_is_yellow}
"whenever either the escalator is blocked or the constructor creates instances then finally, the sensor captures data and a motorbike has started",G(( escalator_is_blocked | constructor_creates_instances ) -> F( sensor_captures_data & motorbike_has_started )),{constructor_creates_instances escalator_is_blocked motorbike_has_started sensor_captures_data}
"at no time either a train derails, a constructor instantiate objects or the car enters",G(!( train_derails | constructor_instantiate_objects | car_enters )),{car_enters constructor_instantiate_objects train_derails}
"as a house is open or the table is old, finally, a manager handles requests and the motorbike has stopped",G(( house_is_open | table_is_old ) -> F( manager_handles_requests & motorbike_has_stopped )),{house_is_open manager_handles_requests motorbike_has_stopped table_is_old}
"sooner or later a semaphore is red, the car stops and the engine stops",F( semaphore_is_red & car_stops & engine_stops ),{car_stops engine_stops semaphore_is_red}
"at some point in time a car stops and the escalator is blocked and, at a certain moment the semaphore is red and a manager collect claims afterwards",G(!( car_stops & escalator_is_blocked )) | F(( car_stops & escalator_is_blocked ) & F( semaphore_is_red & manager_collect_claims )),{car_stops escalator_is_blocked manager_collect_claims semaphore_is_red}
"every time either pCgFBvbfgwxYl, uRLDSdiOLyhmm or wakrBop",G( pCgFBvbfgwxYl | uRLDSdiOLyhmm | wakrBop ),{pCgFBvbfgwxYl uRLDSdiOLyhmm wakrBop}
"eternally, abDvfEoErX and OXniKJ_blLnY after both FNCfrHRMtpUTYG and irSTgZ",G(( FNCfrHRMtpUTYG & irSTgZ ) -> G( abDvfEoErX & OXniKJ_blLnY )),{NCfrHRMtpUTYG OXniKJ_blLnY abDvfEoErX irSTgZ}
it will happen that the bridge opens or the bar has to be repaired or the brake is released,F( bridge_opens | bar_has_to_be_repaired | brake_is_released ),{bar_has_to_be_repaired brake_is_released bridge_opens}
under no condition xZTiTyvVCKhtT and R_AZkQUYbD_G,G(!( xZTiTyvVCKhtT & R_AZkQUYbD_G )),{R_AZkQUYbD_G xZTiTyvVCKhtT}
"in the future either a semaphore is yellow, the motorbike has stopped or the house is open",F( semaphore_is_yellow | motorbike_has_stopped | house_is_open ),{house_is_open motorbike_has_stopped semaphore_is_yellow}
"always, the bar is up or the engine breaks or the bar is down",G( bar_is_up | engine_breaks | bar_is_down ),{bar_is_down bar_is_up engine_breaks}
"forever, either a motorbike is driven, a train stops or a table is old",G( motorbike_is_driven | train_stops | table_is_old ),{motorbike_is_driven table_is_old train_stops}
"eternally, a motorbike falls down, a train stops and a house is built",G( motorbike_falls_down & train_stops & house_is_built ),{house_is_built motorbike_falls_down train_stops}
whenever both a semaphore is red and the car enters then at some point in time either the elevator falls or an elevator is open,G(( semaphore_is_red & car_enters ) -> F( elevator_falls | elevator_is_open )),{car_enters elevator_falls elevator_is_open semaphore_is_red}
"forever, a house is open, an elevator is open and the sensor retrieves data",G( house_is_open & elevator_is_open & sensor_retrieves_data ),{elevator_is_open house_is_open sensor_retrieves_data}
always when either a house is open or a constructor instantiate objects then at a certain moment either a car starts or the semaphore is broken,G(( house_is_open | constructor_instantiate_objects ) -> F( car_starts | semaphore_is_broken )),{car_starts constructor_instantiate_objects house_is_open semaphore_is_broken}
the bar has to be repaired implies that always when an elevator falls then sooner or later the escalator moves,G(( bar_has_to_be_repaired ) -> G(( elevator_falls ) -> F( escalator_moves ))),{bar_has_to_be_repaired elevator_falls escalator_moves}
it should not happen that the motorbike catches fire or the semaphore is green or the bar is down,G(!( motorbike_catches_fire | semaphore_is_green | bar_is_down )),{bar_is_down motorbike_catches_fire semaphore_is_green}
"always, a table has been moved or a car stops or the motorbike has stopped",G( table_has_been_moved | car_stops | motorbike_has_stopped ),{car_stops motorbike_has_stopped table_has_been_moved}
every time a sensor captures data or the bar is up then at some point in time both a motorbike falls down and the train is crossing,G(( sensor_captures_data | bar_is_up ) -> F( motorbike_falls_down & train_is_crossing )),{bar_is_up motorbike_falls_down sensor_captures_data train_is_crossing}
"it is going to happen that a table is brown and the bar is down and, it will happen that the bridge closes or the semaphore is broken afterwards",G(!( table_is_brown & bar_is_down )) | F(( table_is_brown & bar_is_down ) & F( bridge_closes | semaphore_is_broken )),{bar_is_down bridge_closes semaphore_is_broken table_is_brown}
"the brake is pressed implies that if the car enters then eventually, the engine starts",G(( brake_is_pressed ) -> G(( car_enters ) -> F( engine_starts ))),{brake_is_pressed car_enters engine_starts}
if both a semaphore is yellow and the bar is up then it is going to happen that both a train derails and the brake is released,G(( semaphore_is_yellow & bar_is_up ) -> F( train_derails & brake_is_released )),{bar_is_up brake_is_released semaphore_is_yellow train_derails}
"finally, TXNiBbQhx and WR_GIKSDybOR after both eaiFHrlWMBP and HJUFS",G(( eaiFHrlWMBP & HJUFS ) -> F( TXNiBbQhx & WR_GIKSDybOR )),{HJUFS TXNiBbQhx WR_GIKSDybOR eaiFHrlWMBP}
lGCRMSISW involves that every time A_XJhifjULXgFtk then sooner or later qWHRj,G(( lGCRMSISW ) -> G(( A_XJhifjULXgFtk ) -> F( qWHRj ))),{A_XJhifjULXgFtk lGCRMSISW qWHRj}
