original NL;original LTL;Spot LTL;APs;ap_NL;dict_AP;AP_lifted_dict;lifted_LTL;source;normalized_LTL_formula;lifted_lifted_LTL_formula;batch_id
under no circumstances both the brake is released and a semaphore is red;G(!( brake_is_released & semaphore_is_red ));G!(brake_is_released & semaphore_is_red);['semaphore_is_red', 'brake_is_released'];under no circumstances both the brake_is_released and a semaphore_is_red;;{'semaphore_is_red': 'ap_0', 'brake_is_released': 'ap_1'};G!(ap_1 & ap_0);NL-to-LTL-Synthetic-Datasetprocessed_data;G!(prop & prop);G!(prop & prop);3
after the semaphore is green and the bar is down, at some point in time the brake is pressed or the escalator is blocked;G(( semaphore_is_green & bar_is_down ) -> F( brake_is_pressed | escalator_is_blocked ));G((bar_is_down & semaphore_is_green) -> F(brake_is_pressed | escalator_is_blocked));['brake_is_pressed', 'bar_is_down', 'semaphore_is_green', 'escalator_is_blocked'];after the semaphore_is_green and the bar_is_down, at some point in time the brake_is_pressed or the escalator_is_blocked;;{'brake_is_pressed': 'ap_0', 'bar_is_down': 'ap_1', 'semaphore_is_green': 'ap_2', 'escalator_is_blocked': 'ap_3'};G((ap_1 & ap_2) -> F(ap_0 | ap_3));NL-to-LTL-Synthetic-Datasetprocessed_data;G((prop & prop) -> F(prop | prop));G((prop & prop) -> F(prop | prop));3
Every get_help is directly followed by change light_west green in the next step.;"G ( ""get_help"" -> X change_light_west_green )";"G(get_help -> X""change(light_west,green)"")";['get_help', 'change_light_west_green'];;;;G(ap_0 -> Xap_1);VLTL-Bench_New;G(prop -> Xprop);G(prop -> Xprop);3
forever ( prop_1 ) and repeatedly ( prop_2 );G ( prop_1 & G ( F prop_2 ) );G(prop_1 & GFprop_2);['prop_1', 'prop_2'];;;;G(ap_0 & GFap_1);lifted_data_pureLTL.jsonl;G(prop & GFprop);G(prop & GFprop);3
(prop_1) does not occur, and do (prop_2) until (prop_3) .;( ! prop_1 & ( prop_2 U prop_3 ) );!prop_1 & (prop_2 U prop_3);['prop_1', 'prop_2', 'prop_3'];;;;!ap_0 & (ap_1 U ap_2);lifted_data_pureLTL.jsonl;!prop & (prop U prop);!prop & (prop U prop);3
forever ( prop_1 ) or do not ( prop_2 );G ( prop_1 | ! prop_2 );G(prop_1 | !prop_2);['prop_1', 'prop_2'];;;;G(ap_0 | !ap_1);lifted_data_pureLTL.jsonl;G(prop | !prop);G(prop | !prop);3
( prop_1 ) or forever ( prop_2 );( prop_1 | G prop_2 );prop_1 | Gprop_2;['prop_1', 'prop_2'];;;;ap_0 | Gap_1;lifted_data_pureLTL.jsonl;prop | Gprop;prop | Gprop;3
(prop_4) or (prop_1). (prop_2) until (prop_3).;( prop_4 | prop_1 ) & ( prop_2 U prop_3 );(prop_1 | prop_4) & (prop_2 U prop_3);['prop_1', 'prop_2', 'prop_3', 'prop_4'];;;;(ap_0 | ap_3) & (ap_1 U ap_2);lifted_data_pureLTL.jsonl;(prop | prop) & (prop U prop);(prop | prop) & (prop U prop);3
Stay in building_3, but only after reaching garage_3 first.;"F G ""building_3"" & ! ""building_3"" U ""garage_3""";FGbuilding_3 & (!building_3 U garage_3);['building_3', 'garage_3'];;;;FGap_0 & (!ap_0 U ap_1);VLTL-Bench_Prev;FGprop & (!prop U prop);FGprop & (!prop U prop);3
If (prop_1), then do (prop_4), or else (prop_3) and (prop_2) are both true .;( ( prop_1 -> prop_4 ) | ( prop_3 & prop_2 ) );(prop_1 -> prop_4) | (prop_2 & prop_3);['prop_1', 'prop_2', 'prop_3', 'prop_4'];;;;(ap_0 -> ap_3) | (ap_1 & ap_2);lifted_data_pureLTL.jsonl;(prop -> prop) | (prop & prop);(prop -> prop) | (prop & prop);3
At every step, search the hair-drier equals the value of pickup the bicycle in the next step.;G ( search_hair_drier <-> X pickup_bicycle );"G(""search(hair-drier)"" <-> X""pickup(bicycle)"")";['search_hair_drier', 'pickup_bicycle'];;;;G(ap_0 <-> Xap_1);VLTL-Bench_New;G(prop <-> Xprop);G(prop <-> Xprop);3
move toward either the yellow or blue_room then into the green_room;"F ( ( ""yellow_room"" | ""blue_room"" ) & F ""green_room"" )";F((blue_room | yellow_room) & Fgreen_room);['blue_room', 'yellow_room', 'green_room'];;;;F((ap_0 | ap_1) & Fap_2);VLTL-Bench_Prev;F((prop | prop) & Fprop);F((prop | prop) & Fprop);3
at some point either the car starts or a train derails and, eventually, either the engine stops or the manager collect claims afterwards;G(!( car_starts | train_derails )) | F(( car_starts | train_derails ) & F( engine_stops | manager_collect_claims ));G!(car_starts | train_derails) | F((car_starts | train_derails) & F(engine_stops | manager_collect_claims));['car_starts', 'train_derails', 'manager_collect_claims', 'engine_stops'];at some point either the car_starts or a train_derails and, eventually, either the engine_stops or the manager_collect_claims afterwards;;{'car_starts': 'ap_0', 'train_derails': 'ap_1', 'manager_collect_claims': 'ap_2', 'engine_stops': 'ap_3'};G!(ap_0 | ap_1) | F((ap_0 | ap_1) & F(ap_3 | ap_2));NL-to-LTL-Synthetic-Datasetprocessed_data;G!(prop | prop) | F((prop | prop) & F(prop | prop));G!(prop | prop) | F((prop | prop) & F(prop | prop));3
Return home and deliver_aid the safe_hostile are mutually exclusive at all times.;"G ! ( ""go_home"" & deliver_aid_safe_hostile )";"G!(""deliver_aid(safe_hostile)"" & go_home)";['go_home', 'deliver_aid_safe_hostile'];;;;G!(ap_1 & ap_0);VLTL-Bench_New;G!(prop & prop);G!(prop & prop);3
( prop_1 ) or ( prop_2 );( prop_1 | prop_2 );prop_1 | prop_2;['prop_1', 'prop_2'];;;;ap_0 | ap_1;lifted_data_pureLTL.jsonl;prop | prop;prop | prop;3
at some point in time the train stops, the engine starts and the engine stops;F( train_stops & engine_starts & engine_stops );F(engine_starts & engine_stops & train_stops);['engine_starts', 'train_stops', 'engine_stops'];at some point in time the train_stops, the engine_starts and the engine_stops;;{'engine_starts': 'ap_0', 'train_stops': 'ap_1', 'engine_stops': 'ap_2'};F(ap_0 & ap_2 & ap_1);NL-to-LTL-Synthetic-Datasetprocessed_data;F(prop & prop & prop);F(prop & prop & prop);3
Whenever search the sports_ball holds, search the bench holds exactly three steps later.;G ( search_sports_ball -> X ( X ( X search_bench ) ) );"G(""search(sports_ball)"" -> XXX""search(bench)"")";['search_bench', 'search_sports_ball'];;;;G(ap_1 -> XXXap_0);VLTL-Bench_New;G(prop -> XXXprop);G(prop -> XXXprop);3
In case that the scenario that ( prop_2 ) gets observed or the scenario that ( prop_1 ) occurs then all of the following conditions hold : ( prop_3 ) .;G ( ( prop_2 | prop_1 ) -> G prop_3 );G((prop_1 | prop_2) -> Gprop_3);['prop_1', 'prop_2', 'prop_3'];;;;G((ap_0 | ap_1) -> Gap_2);lifted_data_pureLTL.jsonl;G((prop | prop) -> Gprop);G((prop | prop) -> Gprop);3
For each time instant ( prop_1 ) should happen , the former scenario is equivalent to the case that if ( prop_2 ) then ( prop_3 ) .;( G prop_1 <-> ( prop_2 -> prop_3 ) );(prop_2 -> prop_3) <-> Gprop_1;['prop_1', 'prop_2', 'prop_3'];;;;(ap_1 -> ap_2) <-> Gap_0;lifted_data_pureLTL.jsonl;(prop -> prop) <-> Gprop;(prop -> prop) <-> Gprop;3
at some time ( prop_1 ) or never ( prop_2 );F ( prop_1 | G ( ! prop_2 ) );F(prop_1 | G!prop_2);['prop_1', 'prop_2'];;;;F(ap_0 | G!ap_1);lifted_data_pureLTL.jsonl;F(prop | G!prop);F(prop | G!prop);3
Until (prop_3) is equal to (prop_1), make sure that (prop_2) is not true .;( ! prop_3 U ( prop_1 <-> prop_2 ) );!prop_3 U (prop_1 <-> prop_2);['prop_1', 'prop_2', 'prop_3'];;;;!ap_2 U (ap_0 <-> ap_1);lifted_data_pureLTL.jsonl;!prop U (prop <-> prop);!prop U (prop <-> prop);3
Once (prop_2) is accomplished, if (prop_3) happens, then be sure to ensure (prop_1) as well.;( F prop_2 -> ( prop_3 -> prop_1 ) );Fprop_2 -> (prop_3 -> prop_1);['prop_1', 'prop_2', 'prop_3'];;;;Fap_1 -> (ap_2 -> ap_0);lifted_data_pureLTL.jsonl;Fprop -> (prop -> prop);Fprop -> (prop -> prop);3
always touch flag and take orange;G ( touch_flag ) & take_orange;"""take(orange)"" & G""touch(flag)""";['take_orange', 'touch_flag'];;;;ap_0 & Gap_1;VLTL-Bench_Prev;prop & Gprop;prop & Gprop;3
Globally , whenever the scenario that ( prop_2 ) does not take place and ( prop_1 ) , then the following condition is true : ( prop_3 ) .;G ( ( prop_2 & prop_1 ) -> G prop_3 );G((prop_1 & prop_2) -> Gprop_3);['prop_1', 'prop_2', 'prop_3'];;;;G((ap_0 & ap_1) -> Gap_2);lifted_data_pureLTL.jsonl;G((prop & prop) -> Gprop);G((prop & prop) -> Gprop);3
Globally , whenever ( prop_3 ) or ( prop_2 ) , then all of the following conditions hold : ( prop_4 ) then consecutively this scenario will be remaining until ( prop_1 ) .;G ( ( prop_3 | prop_2 ) -> ( prop_4 U prop_1 ) );G((prop_2 | prop_3) -> (prop_4 U prop_1));['prop_1', 'prop_2', 'prop_3', 'prop_4'];;;;G((ap_1 | ap_2) -> (ap_3 U ap_0));lifted_data_pureLTL.jsonl;G((prop | prop) -> (prop U prop));G((prop | prop) -> (prop U prop));3
It is always the case that if the event that ( prop_1 ) takes place or the transition action that ( prop_2 ) happens , then the following condition is true : without any delay the event that ( prop_3 ) must not get detected .;G ( ( prop_1 | prop_2 ) -> prop_3 );G((prop_1 | prop_2) -> prop_3);['prop_1', 'prop_2', 'prop_3'];;;;G((ap_0 | ap_1) -> ap_2);lifted_data_pureLTL.jsonl;G((prop | prop) -> prop);G((prop | prop) -> prop);3
Take a picture of arch 2 and then go to park 8 and stay there;<>(arch_2&&photo&&<>(park_8&&[]park_8));F(arch_2 & photo & F(park_8 & Gpark_8));['park_8', 'photo', 'arch_2'];Take a picture of arch_2 and then go to park_8 and stay there;{'park 8': 'park_8', 'photo': 'photo', 'arch 2': 'arch_2'};{'park_8': 'ap_0', 'photo': 'ap_1', 'arch_2': 'ap_2'};F(ap_2 & ap_1 & F(ap_0 & Gap_0));ConformalNL2LTL;F(prop & prop & F(prop & Gprop));F(prop & prop & F(prop & Gprop));3
If (prop_2) is equivalent to (prop_3), and (prop_1), then (prop_4) .;( ( prop_2 <-> prop_3 ) & ( prop_1 -> prop_4 ) );(prop_2 <-> prop_3) & (prop_1 -> prop_4);['prop_1', 'prop_2', 'prop_3', 'prop_4'];;;;(ap_1 <-> ap_2) & (ap_0 -> ap_3);lifted_data_pureLTL.jsonl;(prop <-> prop) & (prop -> prop);(prop <-> prop) & (prop -> prop);3
Ensure that (prop_2) happens soon and that if (prop_3) occurs then (prop_1) should also happen .;( F prop_2 & ( prop_3 -> prop_1 ) );(prop_3 -> prop_1) & Fprop_2;['prop_1', 'prop_2', 'prop_3'];;;;(ap_2 -> ap_0) & Fap_1;lifted_data_pureLTL.jsonl;(prop -> prop) & Fprop;(prop -> prop) & Fprop;3
at a certain moment either the semaphore is red or the engine stops and, finally, both the engine stops and the car stops afterwards;G(!( semaphore_is_red | engine_stops )) | F(( semaphore_is_red | engine_stops ) & F( engine_stops & car_stops ));G!(engine_stops | semaphore_is_red) | F((engine_stops | semaphore_is_red) & F(car_stops & engine_stops));['semaphore_is_red', 'car_stops', 'engine_stops'];at a certain moment either the semaphore_is_red or the engine_stops and, finally, both the engine_stops and the car_stops afterwards;;{'semaphore_is_red': 'ap_0', 'car_stops': 'ap_1', 'engine_stops': 'ap_2'};G!(ap_2 | ap_0) | F((ap_2 | ap_0) & F(ap_1 & ap_2));NL-to-LTL-Synthetic-Datasetprocessed_data;G!(prop | prop) | F((prop | prop) & F(prop & prop));G!(prop | prop) | F((prop | prop) & F(prop & prop));3
after both the engine stops and a manager collect claims, finally, an elevator is blocked and the train derails;G(( engine_stops & manager_collect_claims ) -> F( elevator_is_blocked & train_derails ));G((engine_stops & manager_collect_claims) -> F(elevator_is_blocked & train_derails));['train_derails', 'manager_collect_claims', 'elevator_is_blocked', 'engine_stops'];after both the engine_stops and a manager_collect_claims, finally, an elevator_is_blocked and the train_derails;;{'train_derails': 'ap_0', 'manager_collect_claims': 'ap_1', 'elevator_is_blocked': 'ap_2', 'engine_stops': 'ap_3'};G((ap_3 & ap_1) -> F(ap_2 & ap_0));NL-to-LTL-Synthetic-Datasetprocessed_data;G((prop & prop) -> F(prop & prop));G((prop & prop) -> F(prop & prop));3
( prop_1 ) until whenever ( prop_2 );( prop_1 U F prop_2 );prop_1 U Fprop_2;['prop_1', 'prop_2'];;;;ap_0 U Fap_1;lifted_data_pureLTL.jsonl;prop U Fprop;prop U Fprop;3
when at any time ( prop_1 ) , whenever ( prop_2 );( F prop_1 -> F prop_2 );Fprop_1 -> Fprop_2;['prop_1', 'prop_2'];;;;Fap_0 -> Fap_1;lifted_data_pureLTL.jsonl;Fprop -> Fprop;Fprop -> Fprop;3
if at any time ( prop_1 ) , whenever ( prop_2 );( F prop_1 -> F prop_2 );Fprop_1 -> Fprop_2;['prop_1', 'prop_2'];;;;Fap_0 -> Fap_1;lifted_data_pureLTL.jsonl;Fprop -> Fprop;Fprop -> Fprop;3
never ( prop_1 ) or ( prop_2 );G ( ! prop_1 | prop_2 );G(!prop_1 | prop_2);['prop_1', 'prop_2'];;;;G(!ap_0 | ap_1);lifted_data_pureLTL.jsonl;G(!prop | prop);G(!prop | prop);3
first, at a certain moment the sensor retrieves data and a house collapses, and then, it is going to happen that a sensor gathers information;G(!( sensor_retrieves_data & house_collapses )) | F(( sensor_retrieves_data & house_collapses ) & F( sensor_gathers_information ));G!(house_collapses & sensor_retrieves_data) | F(house_collapses & sensor_retrieves_data & Fsensor_gathers_information);['house_collapses', 'sensor_retrieves_data', 'sensor_gathers_information'];first, at a certain moment the sensor_retrieves_data and a house_collapses, and then, it is going to happen that a sensor_gathers_information;;{'house_collapses': 'ap_0', 'sensor_retrieves_data': 'ap_1', 'sensor_gathers_information': 'ap_2'};G!(ap_0 & ap_1) | F(ap_0 & ap_1 & Fap_2);NL-to-LTL-Synthetic-Datasetprocessed_data;G!(prop & prop) | F(prop & prop & Fprop);G!(prop & prop) | F(prop & prop & Fprop);3
never drop apple or at any time get_close tree;G ( ! ( drop_apple ) ) | F ( get_close_tree );"G!""drop(apple)"" | F""get_close(tree)""";['drop_apple', 'get_close_tree'];;;;G!ap_0 | Fap_1;VLTL-Bench_Prev;G!prop | Fprop;G!prop | Fprop;3
If (prop_2) is always true, then whenever (prop_3), (prop_1) should be as well .;( G prop_2 -> ( prop_3 -> prop_1 ) );Gprop_2 -> (prop_3 -> prop_1);['prop_1', 'prop_2', 'prop_3'];;;;Gap_1 -> (ap_2 -> ap_0);lifted_data_pureLTL.jsonl;Gprop -> (prop -> prop);Gprop -> (prop -> prop);3
when possible ( prop_1 ) or ( prop_2 );F ( prop_1 | prop_2 );F(prop_1 | prop_2);['prop_1', 'prop_2'];;;;F(ap_0 | ap_1);lifted_data_pureLTL.jsonl;F(prop | prop);F(prop | prop);3
Always avoid (prop_1);G ( ! prop_1 );G!prop_1;['prop_1'];;;;G!ap_0;lifted_data_pureLTL.jsonl;G!prop;G!prop;3
If (prop_3) is always true, then either (prop_1) or (prop_2) must be true as well.;( G prop_3 -> ( prop_1 | prop_2 ) );Gprop_3 -> (prop_1 | prop_2);['prop_1', 'prop_2', 'prop_3'];;;;Gap_2 -> (ap_0 | ap_1);lifted_data_pureLTL.jsonl;Gprop -> (prop | prop);Gprop -> (prop | prop);3
after both an elevator rises and the bar is closing, it will happen that either the semaphore is red or a car stops;G(( elevator_rises & bar_is_closing ) -> F( semaphore_is_red | car_stops ));G((bar_is_closing & elevator_rises) -> F(car_stops | semaphore_is_red));['semaphore_is_red', 'bar_is_closing', 'car_stops', 'elevator_rises'];after both an elevator_rises and the bar_is_closing, it will happen that either the semaphore_is_red or a car_stops;;{'semaphore_is_red': 'ap_0', 'bar_is_closing': 'ap_1', 'car_stops': 'ap_2', 'elevator_rises': 'ap_3'};G((ap_1 & ap_3) -> F(ap_2 | ap_0));NL-to-LTL-Synthetic-Datasetprocessed_data;G((prop & prop) -> F(prop | prop));G((prop & prop) -> F(prop | prop));3
(prop_2) and then (prop_1).;( prop_2 U prop_1 );prop_2 U prop_1;['prop_1', 'prop_2'];;;;ap_1 U ap_0;lifted_data_pureLTL.jsonl;prop U prop;prop U prop;3
It is always the case that if ( prop_3 ) , or the event that ( prop_4 ) does n't take place , then at the same time ( prop_2 ) , and right away the event that ( prop_1 ) must be observed .;G ( ( prop_3 | prop_4 ) -> ( prop_2 & prop_1 ) );G((prop_3 | prop_4) -> (prop_1 & prop_2));['prop_1', 'prop_2', 'prop_3', 'prop_4'];;;;G((ap_2 | ap_3) -> (ap_0 & ap_1));lifted_data_pureLTL.jsonl;G((prop | prop) -> (prop & prop));G((prop | prop) -> (prop & prop));3
first, eventually, both the train has arrived and an elevator falls, and then, it is going to happen that either the table is old or the bar has to be repaired;G(!( train_has_arrived & elevator_falls )) | F(( train_has_arrived & elevator_falls ) & F( table_is_old | bar_has_to_be_repaired ));G!(elevator_falls & train_has_arrived) | F(elevator_falls & train_has_arrived & F(bar_has_to_be_repaired | table_is_old));['table_is_old', 'bar_has_to_be_repaired', 'elevator_falls', 'train_has_arrived'];first, eventually, both the train_has_arrived and an elevator_falls, and then, it is going to happen that either the table_is_old or the bar_has_to_be_repaired;;{'table_is_old': 'ap_0', 'bar_has_to_be_repaired': 'ap_1', 'elevator_falls': 'ap_2', 'train_has_arrived': 'ap_3'};G!(ap_2 & ap_3) | F(ap_2 & ap_3 & F(ap_1 | ap_0));NL-to-LTL-Synthetic-Datasetprocessed_data;G!(prop & prop) | F(prop & prop & F(prop | prop));G!(prop & prop) | F(prop & prop & F(prop | prop));3
it is always the case that either an elevator is open or the elevator is blocked;G( elevator_is_open | elevator_is_blocked );G(elevator_is_blocked | elevator_is_open);['elevator_is_blocked', 'elevator_is_open'];it is always the case that either an elevator_is_open or the elevator_is_blocked;;{'elevator_is_blocked': 'ap_0', 'elevator_is_open': 'ap_1'};G(ap_0 | ap_1);NL-to-LTL-Synthetic-Datasetprocessed_data;G(prop | prop);G(prop | prop);3
Call for help can only happen after change light_west red.;"! ""get_help"" U change_light_west_red";"!get_help U ""change(light_west,red)""";['get_help', 'change_light_west_red'];;;;!ap_0 U ap_1;VLTL-Bench_New;!prop U prop;!prop U prop;3
at some time ( prop_1 ) until ( prop_2 );F ( prop_1 U prop_2 );F(prop_1 U prop_2);['prop_1', 'prop_2'];;;;F(ap_0 U ap_1);lifted_data_pureLTL.jsonl;F(prop U prop);F(prop U prop);3
never ( prop_1 ) or whenever ( prop_2 );G ( ! prop_1 | F prop_2 );G(!prop_1 | Fprop_2);['prop_1', 'prop_2'];;;;G(!ap_0 | Fap_1);lifted_data_pureLTL.jsonl;G(!prop | Fprop);G(!prop | Fprop);3
Get help should always hold, with at most a two-step grace period for recovery.;"! G ( ! ( ""get_help"" & X ""get_help"" ) )";!G!(get_help & Xget_help);['get_help'];;;;!G!(ap_0 & Xap_0);VLTL-Bench_New;!G!(prop & Xprop);!G!(prop & Xprop);3
You capture a photo of building 4 and proceed to parking lot 2 and stay there;<>(building_4&&photo&&<>(parking_lot_2&&[]parking_lot_2));F(building_4 & photo & F(parking_lot_2 & Gparking_lot_2));['photo', 'parking_lot_2', 'building_4'];You capture a photo of building_4 and proceed to parking_lot_2 and stay there;{'photo': 'photo', 'parking lot 2': 'parking_lot_2', 'building 4': 'building_4'};{'photo': 'ap_0', 'parking_lot_2': 'ap_1', 'building_4': 'ap_2'};F(ap_2 & ap_0 & F(ap_1 & Gap_1));ConformalNL2LTL;F(prop & prop & F(prop & Gprop));F(prop & prop & F(prop & Gprop));3
eternally, both a house is built and the bar is up;G( house_is_built & bar_is_up );G(bar_is_up & house_is_built);['bar_is_up', 'house_is_built'];eternally, both a house_is_built and the bar_is_up;;{'bar_is_up': 'ap_0', 'house_is_built': 'ap_1'};G(ap_0 & ap_1);NL-to-LTL-Synthetic-Datasetprocessed_data;G(prop & prop);G(prop & prop);3
(prop_3) does not happen is equivalent to the scenario in which (prop_1) and (prop_2) are equivalent .;( ! prop_3 <-> ( prop_1 <-> prop_2 ) );!prop_3 <-> (prop_1 <-> prop_2);['prop_1', 'prop_2', 'prop_3'];;;;!ap_2 <-> (ap_0 <-> ap_1);lifted_data_pureLTL.jsonl;!prop <-> (prop <-> prop);!prop <-> (prop <-> prop);3
whenever got_to house and when possible be_in house's vicinity;F ( got_to_house ) & F ( be_in_house's_vicinity );"F""got_to(house)"" & F""be_in(house's_vicinity)""";['got_to_house', 'be_in_house\'s_vicinity'];;;;Fap_0 & Fap_1;VLTL-Bench_Prev;Fprop & Fprop;Fprop & Fprop;3
whenever make_contact_with house can infer that whenever get_hold_of orange;F ( make_contact_with_house ) -> F ( get_hold_of_orange );"F""make_contact_with(house)"" -> F""get_hold_of(orange)""";['get_hold_of_orange', 'make_contact_with_house'];;;;Fap_1 -> Fap_0;VLTL-Bench_Prev;Fprop -> Fprop;Fprop -> Fprop;3
( prop_1 ) means that never ( prop_2 );( prop_1 -> G ( ! prop_2 ) );prop_1 -> G!prop_2;['prop_1', 'prop_2'];;;;ap_0 -> G!ap_1;lifted_data_pureLTL.jsonl;prop -> G!prop;prop -> G!prop;3
it is going to happen that the train has arrived and, in the future the train is crossing or a manager collect claims afterwards;G(!( train_has_arrived )) | F(( train_has_arrived ) & F( train_is_crossing | manager_collect_claims ));G!train_has_arrived | F(train_has_arrived & F(manager_collect_claims | train_is_crossing));['train_is_crossing', 'manager_collect_claims', 'train_has_arrived'];it is going to happen that the train_has_arrived and, in the future the train_is_crossing or a manager_collect_claims afterwards;;{'train_is_crossing': 'ap_0', 'manager_collect_claims': 'ap_1', 'train_has_arrived': 'ap_2'};G!ap_2 | F(ap_2 & F(ap_1 | ap_0));NL-to-LTL-Synthetic-Datasetprocessed_data;G!prop | F(prop & F(prop | prop));G!prop | F(prop & F(prop | prop));3
